id;"""building""";"""addr_stree""";"""addr_hou_1""";официальное_число_жителей;фактическое_число_жителей;выгода
4565;yes;;;17;17;0
4566;yes;;;17;17;0
4567;yes;;;18;18;0
4568;yes;;;4;4;0
4569;yes;;;17;17;0
4570;yes;;;15;15;0
4571;yes;;;13;13;0
4572;yes;;;29;29;0
4573;yes;;;13;13;0
4574;yes;;;16;16;0
4575;yes;;;18;18;0
4576;yes;;;8;8;0
4577;yes;;;12;12;0
4578;yes;;;8;8;0
4579;yes;;;9;9;0
4580;yes;;;2;2;0
4581;yes;;;22;22;0
4582;yes;;;16;16;0
4583;yes;;;22;22;0
4584;yes;;;17;17;0
4585;yes;;;3;3;0
4586;yes;;;19;19;0
4587;yes;;;30;30;0
4588;yes;;;27;27;0
4589;yes;;;9;9;0
4590;yes;;;23;23;0
4591;yes;;;11;11;0
4592;yes;;;1;1;0
4593;yes;;;15;15;0
4594;yes;;;13;13;0
4595;yes;;;14;14;0
4596;yes;;;23;23;0
4597;yes;;;4;4;0
4598;yes;;;30;30;0
4599;yes;;;26;26;0
4600;yes;;;23;23;0
4601;yes;;;29;29;0
4602;yes;;;11;11;0
4603;yes;;;10;10;0
4604;yes;;;10;10;0
4605;yes;;;0;0;0
4606;yes;;;9;9;0
4607;yes;;;14;14;0
4608;yes;;;6;6;0
4609;yes;;;2;2;0
4610;yes;;;19;19;0
4611;yes;;;5;5;0
4612;yes;;;15;15;0
4613;yes;;;9;9;0
4614;yes;;;20;20;0
4615;yes;;;2;2;0
4616;yes;;;28;28;0
4617;yes;;;27;27;0
4618;yes;;;13;13;0
4619;yes;;;13;13;0
4620;yes;;;19;19;0
4621;yes;;;15;15;0
4622;yes;;;15;15;0
4623;yes;;;2;2;0
4624;yes;;;8;8;0
4625;yes;;;23;23;0
4626;yes;;;17;17;0
4627;yes;;;11;11;0
4628;yes;;;11;11;0
4629;yes;;;17;17;0
4630;yes;;;9;9;0
4631;yes;;;18;18;0
4632;yes;;;6;6;0
4633;yes;;;26;26;0
4634;yes;;;16;16;0
4635;yes;;;12;12;0
4636;yes;;;30;30;0
4637;yes;;;23;23;0
4638;yes;;;26;26;0
4639;yes;;;8;8;0
4640;yes;;;10;10;0
4641;yes;;;8;8;0
4642;yes;;;26;26;0
4643;yes;;;4;4;0
4644;yes;;;21;21;0
4645;yes;;;8;8;0
4646;yes;;;21;21;0
4647;yes;;;16;16;0
4648;yes;;;1;1;0
4649;yes;;;18;18;0
4650;yes;;;18;18;0
4651;yes;;;23;23;0
4652;yes;;;19;19;0
4653;yes;;;28;28;0
4654;yes;;;3;3;0
4655;yes;;;1;1;0
4656;yes;;;22;22;0
4657;yes;;;17;17;0
4658;yes;;;6;6;0
4659;yes;;;28;28;0
4660;yes;;;27;27;0
4661;yes;;;29;29;0
4662;yes;;;6;6;0
4663;yes;;;25;25;0
4664;yes;;;17;17;0
4665;yes;;;19;19;0
4666;yes;;;15;15;0
4667;yes;;;21;21;0
4668;yes;;;30;30;0
4669;yes;;;27;27;0
4670;yes;;;19;19;0
4671;yes;;;11;11;0
4672;yes;;;12;12;0
4673;yes;;;2;2;0
4674;yes;;;26;26;0
4675;yes;;;1;1;0
4676;yes;;;7;7;0
4677;yes;;;29;29;0
4678;yes;;;29;29;0
4679;yes;;;0;0;0
4680;yes;;;15;15;0
4681;yes;;;4;4;0
4682;yes;;;2;2;0
4683;yes;;;11;11;0
4684;yes;;;26;26;0
4685;yes;;;29;29;0
4686;yes;;;2;2;0
4687;yes;;;14;14;0
4688;yes;;;8;8;0
4689;yes;;;7;7;0
4690;yes;;;26;26;0
4691;yes;;;5;5;0
4692;yes;;;13;13;0
4693;yes;;;23;23;0
4694;yes;;;19;19;0
4695;yes;;;19;19;0
4696;yes;;;7;7;0
4697;yes;;;20;20;0
4698;yes;;;5;5;0
4699;yes;;;1;1;0
4700;yes;;;27;27;0
4701;yes;;;13;13;0
4702;yes;;;2;2;0
4703;yes;;;24;24;0
4704;yes;;;4;4;0
4705;yes;;;16;16;0
4706;yes;;;9;9;0
4707;yes;;;28;28;0
4708;yes;;;13;13;0
4709;yes;;;13;13;0
4710;yes;;;7;7;0
4711;yes;;;9;9;0
4712;yes;;;25;25;0
4713;yes;;;10;10;0
4714;yes;;;27;27;0
4715;yes;;;21;21;0
4716;yes;;;26;26;0
4717;yes;;;4;4;0
4718;yes;;;11;11;0
4719;yes;;;6;6;0
4720;yes;;;4;4;0
4721;yes;;;7;7;0
4722;yes;;;7;7;0
4723;yes;;;3;3;0
4724;yes;;;5;5;0
4725;yes;;;2;2;0
4726;yes;;;22;22;0
4727;yes;;;6;6;0
4728;yes;;;1;1;0
4729;yes;;;16;16;0
4730;yes;;;14;14;0
4731;yes;;;6;6;0
4732;yes;;;13;13;0
4733;yes;;;9;9;0
4734;yes;;;25;25;0
4735;yes;;;17;17;0
4736;yes;;;16;16;0
4737;yes;;;28;28;0
4738;yes;;;6;6;0
4739;yes;;;15;15;0
4740;yes;;;0;0;0
4741;yes;;;14;14;0
4742;yes;;;11;11;0
4743;yes;;;24;24;0
4744;yes;;;14;14;0
4745;yes;;;1;1;0
4746;yes;;;11;11;0
4747;yes;;;26;26;0
4748;yes;;;7;7;0
4749;yes;;;2;2;0
4750;yes;;;14;14;0
4751;yes;;;2;2;0
4752;yes;;;4;4;0
4753;yes;;;12;12;0
4754;yes;;;15;15;0
4755;yes;;;17;17;0
4756;yes;;;2;2;0
4757;yes;;;24;24;0
4758;yes;;;26;26;0
4759;yes;;;27;27;0
4760;yes;;;28;28;0
4761;yes;;;1;1;0
4762;yes;;;30;30;0
4763;yes;;;21;21;0
4764;yes;;;8;8;0
4765;yes;;;4;4;0
4766;yes;;;9;9;0
4767;yes;;;17;17;0
4768;yes;;;15;15;0
4769;yes;;;13;13;0
4770;yes;;;14;14;0
4771;yes;;;2;2;0
4772;yes;;;7;7;0
4773;yes;;;1;1;0
4774;yes;;;15;15;0
4775;yes;;;13;13;0
4776;yes;;;10;10;0
4777;yes;;;21;21;0
4778;yes;;;30;30;0
4779;yes;;;3;3;0
4780;yes;;;6;6;0
4781;yes;;;4;4;0
4782;yes;;;13;13;0
4783;yes;;;22;22;0
4784;yes;;;3;3;0
4785;yes;;;25;25;0
4786;yes;;;0;0;0
4787;yes;;;17;17;0
4788;yes;;;12;12;0
4789;yes;;;4;4;0
4790;yes;;;2;2;0
4791;yes;;;11;11;0
4792;yes;;;8;8;0
4793;yes;;;9;9;0
4794;yes;;;18;18;0
4795;yes;;;28;28;0
4796;yes;;;13;13;0
4797;yes;;;25;25;0
4798;yes;;;27;27;0
4799;yes;;;23;23;0
4800;yes;;;11;11;0
4801;yes;;;13;13;0
4802;yes;;;15;15;0
4803;yes;;;5;5;0
4804;yes;;;18;18;0
4805;yes;;;7;7;0
4806;yes;;;26;26;0
4807;yes;;;26;26;0
4808;yes;;;17;17;0
4809;yes;;;5;5;0
4810;yes;;;11;11;0
4811;yes;;;17;17;0
4812;yes;;;28;28;0
4813;yes;;;2;2;0
4814;yes;;;29;29;0
4815;yes;;;22;22;0
4816;yes;;;30;30;0
4817;yes;;;7;7;0
4818;yes;;;2;2;0
4819;yes;;;17;17;0
4820;yes;;;7;7;0
4821;yes;;;28;28;0
4822;yes;;;3;3;0
4823;yes;;;20;20;0
4824;yes;;;9;9;0
4825;yes;;;28;28;0
4826;yes;;;4;4;0
4827;yes;;;8;8;0
4828;yes;;;2;2;0
4829;yes;;;0;0;0
4830;yes;;;13;13;0
4831;yes;;;13;13;0
4832;yes;;;29;29;0
4833;yes;;;4;4;0
4834;yes;;;24;24;0
4835;yes;;;23;23;0
4836;yes;;;17;17;0
4837;yes;;;28;28;0
4838;yes;;;11;11;0
4839;yes;;;15;15;0
4840;yes;;;26;26;0
4841;yes;;;20;20;0
4842;yes;;;4;4;0
4843;yes;;;9;9;0
4844;yes;;;13;13;0
4845;yes;;;30;30;0
4846;yes;;;17;17;0
4847;yes;;;0;0;0
4848;yes;;;9;9;0
4849;yes;;;6;6;0
4850;yes;;;0;0;0
4851;yes;;;9;9;0
4852;yes;;;25;25;0
4853;yes;;;15;15;0
4854;yes;;;1;1;0
4855;yes;;;12;12;0
4856;yes;;;9;9;0
4857;yes;;;2;2;0
4858;yes;;;7;7;0
4859;yes;;;30;30;0
4860;yes;;;5;5;0
4861;yes;;;7;7;0
4862;yes;;;24;24;0
4863;yes;;;8;8;0
4864;yes;;;13;13;0
4865;yes;;;3;3;0
4866;yes;;;5;5;0
4867;yes;;;4;4;0
4868;yes;;;15;15;0
4869;yes;;;13;13;0
4870;yes;;;3;3;0
4871;yes;;;30;30;0
4872;yes;;;14;14;0
4873;yes;;;21;21;0
4874;yes;;;21;21;0
4875;yes;;;11;11;0
4876;yes;;;25;25;0
4877;yes;;;9;9;0
4878;yes;;;8;8;0
4879;yes;;;23;23;0
4880;yes;;;27;27;0
4881;yes;;;27;27;0
4882;yes;;;9;9;0
4883;yes;;;25;25;0
4884;yes;;;23;23;0
4885;yes;;;9;9;0
4886;yes;;;28;28;0
4887;yes;;;8;8;0
4888;yes;;;16;16;0
4889;yes;;;8;8;0
4890;yes;;;17;17;0
4891;yes;;;26;26;0
4892;yes;;;21;21;0
4893;yes;;;9;9;0
4894;yes;;;24;24;0
4895;yes;;;15;15;0
4896;yes;;;16;16;0
4897;yes;;;15;15;0
4898;yes;;;4;4;0
4899;yes;;;7;7;0
4900;yes;;;12;12;0
4901;yes;;;25;25;0
4902;yes;;;28;28;0
4903;yes;;;8;8;0
4904;yes;;;26;26;0
4905;yes;;;21;21;0
4906;yes;;;28;28;0
4907;yes;;;18;18;0
4908;yes;;;25;25;0
4909;yes;;;3;3;0
4910;yes;;;13;13;0
4911;yes;;;29;29;0
4912;yes;;;1;1;0
4913;yes;;;8;8;0
4914;yes;;;30;30;0
4915;yes;;;20;20;0
4916;yes;;;13;13;0
4917;yes;;;4;4;0
4918;yes;;;18;18;0
4919;yes;;;28;28;0
4920;yes;;;3;3;0
4921;yes;;;8;8;0
4922;yes;;;30;30;0
4923;yes;;;11;11;0
4924;yes;;;28;28;0
4925;yes;;;10;10;0
4926;yes;;;18;18;0
4927;yes;;;29;29;0
4928;yes;;;14;14;0
4929;yes;;;9;9;0
4930;yes;;;29;29;0
4931;yes;;;5;5;0
4932;yes;;;10;10;0
4933;yes;;;24;24;0
4934;yes;;;26;26;0
4935;yes;;;11;11;0
4936;yes;;;11;11;0
4937;yes;;;12;12;0
4938;yes;;;12;12;0
4939;yes;;;14;14;0
4940;yes;;;30;30;0
4941;yes;;;28;28;0
4942;yes;;;17;17;0
4943;yes;;;26;26;0
4944;yes;;;24;24;0
4945;yes;;;3;3;0
4946;yes;;;30;30;0
4947;yes;;;29;29;0
4948;yes;;;29;29;0
4949;yes;;;28;28;0
4950;yes;;;25;25;0
4951;yes;;;2;2;0
4952;yes;;;4;4;0
4953;yes;;;11;11;0
4954;yes;;;10;10;0
4955;yes;;;29;29;0
4956;yes;;;9;9;0
4957;yes;;;26;26;0
4958;yes;;;14;14;0
4959;yes;;;12;12;0
4960;yes;;;0;0;0
4961;yes;;;1;1;0
4962;yes;;;2;2;0
4963;yes;;;17;17;0
4964;yes;;;1;1;0
4965;yes;;;0;0;0
4966;yes;;;29;29;0
4967;yes;;;7;7;0
4968;yes;;;23;23;0
4969;yes;;;11;11;0
4970;yes;;;0;0;0
4971;yes;;;23;23;0
4972;yes;;;27;27;0
4973;yes;;;13;13;0
4974;yes;;;8;8;0
4975;yes;;;0;0;0
4976;yes;;;23;23;0
4977;yes;;;15;15;0
4978;yes;;;6;6;0
4979;yes;;;24;24;0
4980;yes;;;3;3;0
4981;yes;;;9;9;0
4982;yes;;;19;19;0
4983;yes;;;28;28;0
4984;yes;;;20;20;0
4985;yes;;;15;15;0
4986;yes;;;29;29;0
4987;yes;;;24;24;0
4988;yes;;;1;1;0
4989;yes;;;19;19;0
4990;yes;;;1;1;0
4991;yes;;;8;8;0
4992;yes;;;28;28;0
4993;yes;;;5;5;0
4994;yes;;;8;8;0
4995;yes;;;18;18;0
4996;yes;;;3;3;0
4997;yes;;;0;0;0
4998;yes;;;6;6;0
4999;yes;;;28;28;0
5000;yes;;;13;13;0
5001;yes;;;25;25;0
5002;yes;;;25;25;0
5003;yes;;;9;9;0
5004;yes;;;9;9;0
5005;yes;;;9;9;0
5006;yes;;;18;18;0
5007;yes;;;3;3;0
5008;yes;;;14;14;0
5009;yes;;;22;22;0
5010;yes;;;15;15;0
5011;yes;;;3;3;0
5012;yes;;;0;0;0
5013;yes;;;4;4;0
5014;yes;;;0;0;0
5015;yes;;;17;17;0
5016;house;;;7;7;0
5017;yes;;;28;28;0
5018;yes;;;3;3;0
5019;yes;;;7;7;0
5020;yes;;;20;20;0
5021;yes;;;24;24;0
5022;yes;;;27;27;0
5023;yes;;;5;5;0
5024;yes;;;15;15;0
5025;yes;;;10;10;0
5026;yes;;;17;17;0
5027;yes;;;28;28;0
5028;yes;;;23;23;0
5029;yes;;;3;3;0
5030;yes;;;2;2;0
5031;yes;;;7;7;0
5032;yes;;;30;30;0
5033;yes;;;5;5;0
5034;yes;;;18;18;0
5035;yes;;;1;1;0
5036;yes;;;4;4;0
5037;yes;;;28;28;0
5038;yes;;;8;8;0
5039;yes;;;29;29;0
5040;yes;;;14;14;0
5041;yes;;;21;21;0
5042;yes;;;6;6;0
5043;yes;;;5;5;0
5044;yes;;;20;20;0
5045;yes;;;2;2;0
5046;yes;;;2;2;0
5047;yes;;;19;19;0
5048;yes;;;3;3;0
5049;yes;;;27;27;0
5050;yes;;;17;17;0
5051;yes;;;8;8;0
5052;yes;;;4;4;0
5053;yes;;;30;30;0
5054;yes;;;12;12;0
5055;yes;;;15;15;0
5056;yes;;;1;1;0
5057;yes;;;27;27;0
5058;yes;;;20;20;0
5059;yes;;;6;6;0
5060;yes;;;6;6;0
5061;yes;;;11;11;0
5062;yes;;;3;3;0
5063;yes;;;16;16;0
5064;yes;;;1;1;0
5065;yes;;;29;29;0
5066;yes;;;5;5;0
5067;yes;;;12;12;0
5068;yes;;;16;16;0
5069;yes;;;29;29;0
5070;yes;;;5;5;0
5071;yes;;;19;19;0
5072;yes;;;23;23;0
5073;yes;;;20;20;0
5074;yes;;;9;9;0
5075;yes;;;17;17;0
5076;yes;;;18;18;0
5077;yes;;;9;9;0
5078;yes;;;12;12;0
5079;yes;;;6;6;0
5080;yes;;;10;10;0
5081;yes;;;12;12;0
5082;yes;;;23;23;0
5083;yes;;;16;16;0
5084;yes;;;22;22;0
5085;yes;;;29;29;0
5086;yes;;;4;4;0
5087;yes;;;13;13;0
5088;yes;;;9;9;0
5089;yes;;;26;26;0
5090;yes;;;14;14;0
5091;yes;;;26;26;0
5092;yes;;;2;2;0
5093;yes;;;12;12;0
5094;yes;;;30;30;0
5095;yes;;;9;9;0
5096;yes;;;15;15;0
5097;yes;;;14;14;0
5098;yes;;;28;28;0
5099;yes;;;4;4;0
5100;yes;;;17;17;0
5101;yes;;;22;22;0
5102;yes;;;14;14;0
5103;yes;;;27;27;0
5104;yes;;;6;6;0
5105;yes;;;19;19;0
5106;yes;;;26;26;0
5107;yes;;;28;28;0
5108;yes;;;18;18;0
5109;yes;;;18;18;0
5110;yes;;;1;1;0
5111;yes;;;0;0;0
5112;yes;;;28;28;0
5113;yes;;;28;28;0
5114;yes;;;12;12;0
5115;yes;;;29;29;0
5116;yes;;;18;18;0
5117;yes;;;9;9;0
5118;yes;;;27;27;0
5119;yes;;;26;26;0
5120;yes;;;2;2;0
5121;yes;;;10;10;0
5122;yes;;;0;0;0
5123;yes;;;25;25;0
5124;yes;;;13;13;0
5125;yes;;;15;15;0
5126;yes;;;15;15;0
5127;yes;;;29;29;0
5128;yes;;;24;24;0
5129;yes;;;24;24;0
5130;yes;;;12;12;0
5131;yes;;;16;16;0
5132;yes;;;2;2;0
5133;yes;;;8;8;0
5134;yes;;;10;10;0
5135;yes;;;1;1;0
5136;yes;;;9;9;0
5137;yes;;;6;6;0
5138;yes;;;3;3;0
5139;yes;;;23;23;0
5140;yes;;;2;2;0
5141;yes;;;16;16;0
5142;yes;;;18;18;0
5143;yes;;;1;1;0
5144;yes;;;23;23;0
5145;yes;;;4;4;0
5146;yes;;;30;30;0
5147;yes;;;7;7;0
5148;yes;;;25;25;0
5149;yes;;;8;8;0
5150;yes;;;9;9;0
5151;yes;;;23;23;0
5152;yes;;;13;13;0
5153;yes;;;6;6;0
5154;yes;;;9;9;0
5155;yes;;;7;7;0
5156;yes;;;26;26;0
5157;yes;;;16;16;0
5158;yes;;;20;20;0
5159;yes;;;7;7;0
5160;yes;;;0;0;0
5161;yes;;;23;23;0
5162;yes;;;28;28;0
5163;yes;;;28;28;0
5164;yes;;;25;25;0
5165;yes;;;26;26;0
5166;yes;;;23;23;0
5167;yes;;;13;13;0
5168;yes;;;15;15;0
5169;yes;;;7;7;0
5170;yes;;;15;15;0
5171;yes;;;23;23;0
5172;yes;;;19;19;0
5173;yes;;;8;8;0
5174;yes;;;30;30;0
5175;yes;;;4;4;0
5176;yes;;;16;16;0
5177;yes;;;21;21;0
5178;yes;;;11;11;0
5179;yes;;;0;0;0
5180;yes;;;23;23;0
5181;yes;;;15;15;0
5182;yes;;;20;20;0
5183;yes;;;15;15;0
5184;yes;;;3;3;0
5185;yes;;;29;29;0
5186;yes;;;22;22;0
5187;yes;;;13;13;0
5188;yes;;;20;20;0
5189;yes;;;3;3;0
5190;yes;;;24;24;0
5191;yes;;;10;10;0
5192;yes;;;23;23;0
5193;yes;;;10;10;0
5194;yes;;;1;1;0
5195;yes;;;24;24;0
5196;yes;;;30;30;0
5197;yes;;;30;30;0
5198;yes;;;21;21;0
5199;yes;;;19;19;0
5200;yes;;;20;20;0
5201;yes;;;11;11;0
5202;yes;;;24;24;0
5203;yes;;;12;12;0
5204;yes;;;12;12;0
5205;yes;;;21;21;0
5206;yes;;;16;16;0
5207;yes;;;9;9;0
5208;yes;;;16;16;0
5209;yes;;;21;21;0
5210;yes;;;18;18;0
5211;yes;;;27;27;0
5212;yes;;;6;6;0
5213;yes;;;23;23;0
5214;yes;;;30;30;0
5215;yes;;;29;29;0
5216;yes;;;14;14;0
5217;yes;;;13;13;0
5218;yes;;;16;16;0
5219;yes;;;11;11;0
5220;yes;;;18;18;0
5221;yes;;;30;30;0
5222;yes;;;23;23;0
5223;yes;;;11;11;0
5224;yes;;;3;3;0
5225;yes;;;13;13;0
5226;yes;;;4;4;0
5227;yes;;;20;20;0
5228;yes;;;20;20;0
5229;yes;;;2;2;0
5230;yes;;;11;11;0
5231;yes;;;27;27;0
5232;yes;;;2;2;0
5233;yes;;;3;3;0
5234;yes;;;10;10;0
5235;yes;;;13;13;0
5236;yes;;34;25;25;0
5237;yes;;;24;24;0
5238;yes;;;3;3;0
5239;yes;;;20;20;0
5240;yes;;;25;25;0
5241;yes;;57;17;17;0
5242;yes;;;1;1;0
5243;yes;;;27;27;0
5244;yes;;;19;19;0
5245;yes;;;23;23;0
5246;yes;;;15;15;0
5247;yes;;;7;7;0
5248;yes;;;24;24;0
5249;yes;;;13;13;0
5250;yes;;;25;25;0
5251;yes;;;25;25;0
5252;yes;;;2;2;0
5253;yes;;;1;1;0
5254;yes;;;18;18;0
5255;yes;;;7;7;0
5256;yes;;;26;26;0
5257;yes;;;3;3;0
5258;yes;;;9;9;0
5259;yes;;;27;27;0
5260;yes;;;23;23;0
5261;yes;;;6;6;0
5262;yes;;;25;25;0
5263;yes;;;22;22;0
5264;yes;;;28;28;0
5265;yes;;;14;14;0
5266;yes;;;3;3;0
5267;yes;;;7;7;0
5268;yes;;;15;15;0
5269;yes;;;26;26;0
5270;yes;;;24;24;0
5271;yes;;;0;0;0
5272;yes;;;1;1;0
5273;yes;;;9;9;0
5274;yes;;;19;19;0
5275;yes;;;10;10;0
5276;yes;;;3;3;0
5277;yes;;;23;23;0
5278;yes;;;21;21;0
5279;yes;;;27;27;0
5280;yes;;;16;16;0
5281;yes;;;2;2;0
5282;yes;;;9;9;0
5283;yes;;;26;26;0
5284;yes;;;9;9;0
5285;yes;;;16;16;0
5286;yes;;;2;2;0
5287;yes;;;17;17;0
5288;yes;;;20;20;0
5289;yes;;;26;26;0
5290;yes;;;3;3;0
5291;yes;;;26;26;0
5292;yes;;54;11;11;0
5293;apartments;;;27;27;0
5294;yes;;;27;27;0
5295;yes;;;21;21;0
5296;yes;;;4;4;0
5297;yes;;;22;22;0
5298;yes;;;4;4;0
5299;yes;;;9;9;0
5300;yes;;;13;13;0
5301;yes;;;20;20;0
5302;yes;;;9;9;0
5303;yes;;;15;15;0
5304;yes;;;15;15;0
5305;yes;;;25;25;0
5306;yes;;;3;3;0
5307;yes;;;7;7;0
5308;yes;;;22;22;0
5309;yes;;;2;2;0
5310;yes;;;13;13;0
5311;yes;;;14;14;0
5312;yes;;;24;24;0
5313;yes;;;0;0;0
5314;yes;;;4;4;0
5315;yes;;;15;15;0
5316;yes;;;15;15;0
5317;yes;;;15;15;0
5318;yes;;;0;0;0
5319;yes;;;13;13;0
5320;yes;;;14;14;0
5321;yes;;;23;23;0
5322;house;;;28;28;0
5323;house;;;30;30;0
5324;house;;;2;2;0
5325;house;;;9;9;0
5326;yes;;;11;11;0
5327;house;;;7;7;0
5328;house;;;9;9;0
5329;house;;;19;19;0
5330;yes;;;25;25;0
5331;residential;;;0;0;0
5332;yes;;;6;6;0
5333;yes;;;29;29;0
5334;yes;;;26;26;0
5335;yes;;;27;27;0
5336;yes;;;27;27;0
5337;yes;;;24;24;0
5338;yes;;;12;12;0
5339;yes;;;15;15;0
5340;yes;;;27;27;0
5341;yes;;;27;27;0
5342;house;;;4;4;0
5343;house;;;4;4;0
5344;house;;;7;7;0
5345;house;;;19;19;0
5346;house;;;22;22;0
5347;house;;;30;30;0
5348;yes;;;11;11;0
5349;yes;;;3;3;0
5350;yes;;;24;24;0
5351;yes;;;8;8;0
5352;yes;;;8;8;0
5353;yes;;;9;9;0
5354;yes;;;6;6;0
5355;yes;;;2;2;0
5356;yes;;;5;5;0
5357;yes;;;16;16;0
5358;yes;;;27;27;0
5359;yes;;;18;18;0
5360;yes;;;8;8;0
5361;yes;;;12;12;0
5362;yes;;;5;5;0
5363;yes;;;21;21;0
5364;yes;;;12;12;0
5365;yes;;;7;7;0
5366;yes;;;27;27;0
5367;yes;;;4;4;0
5368;yes;;;4;4;0
5369;yes;;;4;4;0
5370;yes;;;4;4;0
5371;yes;;;20;20;0
5372;yes;;;18;18;0
5373;yes;;;24;24;0
5374;yes;;;4;4;0
5375;yes;;;10;10;0
5376;yes;;;30;30;0
5377;yes;;;25;25;0
5378;yes;;;3;3;0
5379;yes;;;19;19;0
5380;yes;;;29;29;0
5381;yes;;;22;22;0
5382;yes;;;2;2;0
5383;yes;;;6;6;0
5384;yes;;;12;12;0
5385;yes;;;12;12;0
5386;yes;;;21;21;0
5387;yes;;;26;26;0
5388;yes;;;10;10;0
5389;yes;;;26;26;0
5390;yes;;;8;8;0
5391;yes;;;24;24;0
5392;yes;;;14;14;0
5393;yes;;;27;27;0
5394;yes;;;7;7;0
5395;yes;;;15;15;0
5396;yes;;;11;11;0
5397;yes;;;26;26;0
5398;yes;;;19;19;0
5399;yes;;;10;10;0
5400;yes;;;12;12;0
5401;yes;;;30;30;0
5402;yes;;;12;12;0
5403;yes;;;20;20;0
5404;yes;;;28;28;0
5405;yes;;;14;14;0
5406;yes;;;27;27;0
5407;yes;;;15;15;0
5408;yes;;;6;6;0
5409;yes;;;16;16;0
5410;yes;;;15;15;0
5411;yes;;;3;3;0
5412;yes;;;13;13;0
5413;yes;;;7;7;0
5414;yes;;;24;24;0
5415;yes;;;14;14;0
5416;yes;;;29;29;0
5417;yes;;;2;2;0
5418;yes;;;17;17;0
5419;yes;;;17;17;0
5420;yes;;;5;5;0
5421;yes;;;23;23;0
5422;yes;;;18;18;0
5423;yes;;;25;25;0
5424;yes;;;30;30;0
5425;yes;;;18;18;0
5426;yes;;;6;6;0
5427;yes;;;26;26;0
5428;yes;;;24;24;0
5429;yes;;;15;15;0
5430;yes;;;11;11;0
5431;yes;;;21;21;0
5432;yes;;;2;2;0
5433;yes;;;8;8;0
5434;yes;;;4;4;0
5435;yes;;;14;14;0
5436;yes;;;9;9;0
5437;yes;;;19;19;0
5438;yes;;;10;10;0
5439;yes;;;7;7;0
5440;yes;;;22;22;0
5441;yes;;;13;13;0
5442;yes;;;22;22;0
5443;yes;;;27;27;0
5444;yes;;;12;12;0
5445;yes;;;9;9;0
5446;yes;;;2;2;0
5447;yes;;;16;16;0
5448;yes;;;28;28;0
5449;yes;;;11;11;0
5450;yes;;;29;29;0
5451;yes;;;23;23;0
5452;yes;;;1;1;0
5453;yes;;;0;0;0
5454;yes;;;1;1;0
5455;yes;;;26;26;0
5456;yes;;;8;8;0
5457;yes;;;10;10;0
5458;yes;;;1;1;0
5459;yes;;;6;6;0
5460;yes;;;9;9;0
5461;yes;;;10;10;0
5462;yes;;;30;30;0
5463;yes;;;13;13;0
5464;yes;;;29;29;0
5465;yes;;;13;13;0
5466;yes;;;18;18;0
5467;yes;;;21;21;0
5468;yes;;;14;14;0
5469;yes;;;5;5;0
5470;yes;;;30;30;0
5471;yes;;;19;19;0
5472;yes;;;0;0;0
5473;yes;;;22;22;0
5474;yes;;;15;15;0
5475;yes;;;13;13;0
5476;yes;;;13;13;0
5477;yes;;;6;6;0
5478;yes;;;29;29;0
5479;yes;;;17;17;0
5480;yes;;;16;16;0
5481;yes;;;1;1;0
5482;yes;;;26;26;0
5483;yes;;;17;17;0
5484;yes;;;13;13;0
5485;yes;;;9;9;0
5486;yes;;;21;21;0
5487;yes;;;2;2;0
5488;yes;;;12;12;0
5489;yes;;;27;27;0
5490;yes;;;24;24;0
5491;yes;;;12;12;0
5492;yes;;;30;30;0
5493;yes;;;7;7;0
5494;yes;;;29;29;0
5495;yes;;;24;24;0
5496;yes;;;25;25;0
5497;yes;;;30;30;0
5498;yes;;;29;29;0
5499;yes;;;5;5;0
5500;yes;;;18;18;0
5501;yes;;;6;6;0
5502;yes;;;20;20;0
5503;yes;;;2;2;0
5504;yes;;;7;7;0
5505;yes;;;14;14;0
5506;yes;;;23;23;0
5507;yes;;;5;5;0
5508;yes;;;15;15;0
5509;yes;;;18;18;0
5510;yes;;;23;23;0
5511;yes;;;5;5;0
5512;yes;;;28;28;0
5513;yes;;;20;20;0
5514;yes;;;21;21;0
5515;yes;;;13;13;0
5516;yes;;;2;2;0
5517;yes;;;15;15;0
5518;yes;;;15;15;0
5519;yes;;;9;9;0
5520;yes;;;30;30;0
5521;yes;;;26;26;0
5522;yes;;;1;1;0
5523;yes;;;3;3;0
5524;yes;;;15;15;0
5525;yes;;;4;4;0
5526;yes;;;25;25;0
5527;yes;;;1;1;0
5528;yes;;;19;19;0
5529;yes;;;14;14;0
5530;yes;;;29;29;0
5531;yes;;;9;9;0
5532;yes;;;4;4;0
5533;yes;;;28;28;0
5534;yes;;;30;30;0
5535;yes;;;5;5;0
5536;yes;;;4;4;0
5537;yes;;;12;12;0
5538;yes;;;23;23;0
5539;yes;;;7;7;0
5540;yes;;;21;21;0
5541;yes;;;3;3;0
5542;yes;;;12;12;0
5543;yes;;;0;0;0
5544;yes;;;20;20;0
5545;yes;;;0;0;0
5546;yes;;;12;12;0
5547;yes;;;7;7;0
5548;yes;;;10;10;0
5549;yes;;;20;20;0
5550;yes;;;2;2;0
5551;yes;;;1;1;0
5552;yes;;;26;26;0
5553;yes;;;17;17;0
5554;yes;;;27;27;0
5555;yes;;;15;15;0
5556;yes;;;16;16;0
5557;yes;;;9;9;0
5558;yes;;;25;25;0
5559;yes;;;20;20;0
5560;yes;;;4;4;0
5561;yes;;;27;27;0
